Refactoring Type	Source Method	Target Class
Move Method	com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropWriteNode.ReinterpretLLVMAsLong::doI16(java.lang.Object, com.oracle.truffle.llvm.runtime.interop.convert.ForeignToLLVM.ForeignToLLVMType, com.oracle.truffle.llvm.runtime.interop.LLVMDataEscapeNode.LLVMI16DataEscapeNode):long 	 com.oracle.truffle.llvm.runtime.interop.LLVMDataEscapeNode.LLVMI16DataEscapeNode
Move Method	com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropWriteNode.ReinterpretLLVMAsLong::doI32(java.lang.Object, com.oracle.truffle.llvm.runtime.interop.convert.ForeignToLLVM.ForeignToLLVMType, com.oracle.truffle.llvm.runtime.interop.LLVMDataEscapeNode.LLVMI32DataEscapeNode):long 	 com.oracle.truffle.llvm.runtime.interop.LLVMDataEscapeNode.LLVMI32DataEscapeNode
Move Method	com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropWriteNode.ReinterpretLLVMAsLong::doI64(java.lang.Object, com.oracle.truffle.llvm.runtime.interop.convert.ForeignToLLVM.ForeignToLLVMType, com.oracle.truffle.llvm.runtime.interop.LLVMDataEscapeNode.LLVMI64DataEscapeNode):long 	 com.oracle.truffle.llvm.runtime.interop.LLVMDataEscapeNode.LLVMI64DataEscapeNode
Move Method	com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropWriteNode.ConvertOutgoingNode::doKnownType(java.lang.Object, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Value, com.oracle.truffle.llvm.runtime.interop.convert.ForeignToLLVM.ForeignToLLVMType, com.oracle.truffle.llvm.runtime.interop.convert.ForeignToLLVM.ForeignToLLVMType, com.oracle.truffle.llvm.runtime.interop.LLVMDataEscapeNode):java.lang.Object 	 com.oracle.truffle.llvm.runtime.interop.LLVMDataEscapeNode
Move Method	com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropWriteNode.ConvertOutgoingNode::typeMismatch(com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Value, com.oracle.truffle.llvm.runtime.interop.convert.ForeignToLLVM.ForeignToLLVMType):boolean 	 com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType
Move Method	com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropWriteNode.ConvertOutgoingNode::doUnknownType(java.lang.Object, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Value, com.oracle.truffle.llvm.runtime.interop.convert.ForeignToLLVM.ForeignToLLVMType, com.oracle.truffle.llvm.runtime.interop.convert.ForeignToLLVM.ForeignToLLVMType, com.oracle.truffle.llvm.runtime.interop.LLVMDataEscapeNode):java.lang.Object 	 com.oracle.truffle.llvm.runtime.interop.LLVMDataEscapeNode
Move Method	com.oracle.truffle.llvm.runtime.interop.access.LLVMReadFromForeignObjectNode.ForeignReadI64Node::doStructured(java.lang.Object, long, com.oracle.truffle.llvm.runtime.pointer.LLVMManagedPointer, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Structured, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropReadNode):java.lang.Object 	 com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropReadNode
Move Method	com.oracle.truffle.llvm.runtime.interop.access.LLVMWriteToForeignObjectNode.ForeignWriteI8Node::doStructured(java.lang.Object, long, byte, com.oracle.truffle.llvm.runtime.pointer.LLVMManagedPointer, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Structured, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropWriteNode):void 	 com.oracle.truffle.llvm.runtime.pointer.LLVMManagedPointer
Move Method	com.oracle.truffle.llvm.runtime.interop.access.LLVMWriteToForeignObjectNode.ForeignWriteI16Node::doStructured(java.lang.Object, long, short, com.oracle.truffle.llvm.runtime.pointer.LLVMManagedPointer, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Structured, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropWriteNode):void 	 com.oracle.truffle.llvm.runtime.pointer.LLVMManagedPointer
Move Method	com.oracle.truffle.llvm.runtime.interop.access.LLVMWriteToForeignObjectNode.ForeignWriteI32Node::doStructured(java.lang.Object, long, int, com.oracle.truffle.llvm.runtime.pointer.LLVMManagedPointer, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Structured, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropWriteNode):void 	 com.oracle.truffle.llvm.runtime.pointer.LLVMManagedPointer
Move Method	com.oracle.truffle.llvm.runtime.interop.access.LLVMWriteToForeignObjectNode.ForeignWriteFloatNode::doStructured(java.lang.Object, long, float, com.oracle.truffle.llvm.runtime.pointer.LLVMManagedPointer, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Structured, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropWriteNode):void 	 com.oracle.truffle.llvm.runtime.pointer.LLVMManagedPointer
Move Method	com.oracle.truffle.llvm.runtime.interop.access.LLVMWriteToForeignObjectNode.ForeignWriteDoubleNode::doStructured(java.lang.Object, long, double, com.oracle.truffle.llvm.runtime.pointer.LLVMManagedPointer, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Structured, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropWriteNode):void 	 com.oracle.truffle.llvm.runtime.pointer.LLVMManagedPointer
Move Method	com.oracle.truffle.llvm.runtime.interop.access.LLVMWriteToForeignObjectNode.ForeignWriteI64Node::doStructured(java.lang.Object, long, java.lang.Object, com.oracle.truffle.llvm.runtime.pointer.LLVMManagedPointer, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Structured, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropWriteNode):void 	 com.oracle.truffle.llvm.runtime.pointer.LLVMManagedPointer
Move Method	com.oracle.truffle.llvm.runtime.interop.export.LLVMForeignDirectSuperElemPtrNode::doResolve(com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, long):com.oracle.truffle.llvm.runtime.pointer.LLVMPointer 	 com.oracle.truffle.llvm.runtime.pointer.LLVMPointer
Move Method	com.oracle.truffle.llvm.runtime.interop.export.LLVMForeignGetIndexPointerNode::doCached(com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Array, com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, long, long, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType, com.oracle.truffle.llvm.runtime.interop.export.BranchProfile):com.oracle.truffle.llvm.runtime.pointer.LLVMPointer 	 com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Array
Move Method	com.oracle.truffle.llvm.runtime.interop.export.LLVMForeignGetMemberPointerNode::doCached(com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Struct, com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, java.lang.String, java.lang.String, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.StructMember):com.oracle.truffle.llvm.runtime.pointer.LLVMPointer 	 com.oracle.truffle.llvm.runtime.pointer.LLVMPointer
Move Method	com.oracle.truffle.llvm.runtime.interop.export.LLVMForeignGetMemberPointerNode::doGeneric(com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Struct, com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, java.lang.String, com.oracle.truffle.llvm.runtime.interop.export.BranchProfile):com.oracle.truffle.llvm.runtime.pointer.LLVMPointer 	 com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Struct
Move Method	com.oracle.truffle.llvm.runtime.interop.export.LLVMForeignReadNode::doValue(com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Value, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.ValueKind, com.oracle.truffle.llvm.runtime.nodes.memory.load.LLVMOffsetLoadNode, com.oracle.truffle.llvm.runtime.interop.LLVMDataEscapeNode):java.lang.Object 	 com.oracle.truffle.llvm.runtime.nodes.memory.load.LLVMOffsetLoadNode
Move Method	com.oracle.truffle.llvm.runtime.interop.export.LLVMForeignVirtualSuperElemPtrNode::doResolveOther(com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, long, com.oracle.truffle.llvm.runtime.interop.export.LLVMForeignReadNode):com.oracle.truffle.llvm.runtime.pointer.LLVMPointer 	 com.oracle.truffle.llvm.runtime.pointer.LLVMPointer
Move Method	com.oracle.truffle.llvm.runtime.interop.export.LLVMForeignVirtualSuperElemPtrNode::doResolveWindows(com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, long, com.oracle.truffle.llvm.runtime.interop.export.LLVMForeignReadNode):com.oracle.truffle.llvm.runtime.pointer.LLVMPointer 	 com.oracle.truffle.llvm.runtime.pointer.LLVMPointer
Move Method	com.oracle.truffle.llvm.runtime.interop.export.LLVMForeignWriteNode::doValue(com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.Value, java.lang.Object, com.oracle.truffle.llvm.runtime.interop.access.LLVMInteropType.ValueKind, com.oracle.truffle.llvm.runtime.nodes.memory.store.LLVMOffsetStoreNode, com.oracle.truffle.llvm.runtime.interop.convert.ForeignToLLVM):void 	 com.oracle.truffle.llvm.runtime.nodes.memory.store.LLVMOffsetStoreNode
Move Method	com.oracle.truffle.llvm.runtime.interop.nfi.LLVMNativeConvertNode::createToNative(com.oracle.truffle.llvm.runtime.types.Type):com.oracle.truffle.llvm.runtime.interop.nfi.LLVMNativeConvertNode 	 com.oracle.truffle.llvm.runtime.types.PrimitiveType
Move Method	com.oracle.truffle.llvm.runtime.interop.nfi.LLVMNativeConvertNode::createFromNative(com.oracle.truffle.llvm.runtime.types.Type):com.oracle.truffle.llvm.runtime.interop.nfi.LLVMNativeConvertNode 	 com.oracle.truffle.llvm.runtime.types.PrimitiveType
Move Method	com.oracle.truffle.llvm.runtime.memory.LLVMUniquesRegionAllocNode::doOp(com.oracle.truffle.api.frame.VirtualFrame):void 	 com.oracle.truffle.llvm.runtime.nodes.api.LLVMExpressionNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.api.LLVMInstrumentableNode::getScope(com.oracle.truffle.api.frame.Frame, boolean, com.oracle.truffle.llvm.runtime.nodes.api.NodeLibrary):java.lang.Object 	 com.oracle.truffle.api.frame.Frame
Move Method	com.oracle.truffle.llvm.runtime.nodes.api.LLVMInstrumentableNode::isLLDebugEnabled(com.oracle.truffle.llvm.runtime.LLVMContext):boolean 	 com.oracle.truffle.llvm.runtime.LLVMContext
Move Method	com.oracle.truffle.llvm.runtime.nodes.api.LLVMNode::nativeCallStatisticsEnabled():boolean 	 com.oracle.truffle.llvm.runtime.LLVMContext
Move Method	com.oracle.truffle.llvm.runtime.nodes.api.LLVMNode::findDataLayout(com.oracle.truffle.api.nodes.Node):com.oracle.truffle.llvm.runtime.datalayout.DataLayout 	 com.oracle.truffle.llvm.runtime.LLVMLanguage
Move Method	com.oracle.truffle.llvm.runtime.nodes.api.LLVMNode::getParent(com.oracle.truffle.api.nodes.Node, java.lang.Class<T>):T 	 com.oracle.truffle.api.instrumentation.InstrumentableNode.WrapperNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.api.LLVMToNativeNode::doConvert(java.lang.Object, com.oracle.truffle.llvm.runtime.nodes.memory.LLVMNativePointerSupport.ToNativePointerNode):com.oracle.truffle.llvm.runtime.pointer.LLVMNativePointer 	 com.oracle.truffle.llvm.runtime.nodes.memory.LLVMNativePointerSupport.ToNativePointerNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.api.LLVMToPointerNode::doGeneric(java.lang.Object, com.oracle.truffle.llvm.runtime.nodes.api.LLVMToNativeNode):com.oracle.truffle.llvm.runtime.pointer.LLVMPointer 	 com.oracle.truffle.llvm.runtime.nodes.api.LLVMToNativeNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64AddNode.LLVMAMD64AddbNode::doI8(com.oracle.truffle.api.frame.VirtualFrame, byte, byte):byte 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64AddNode.LLVMAMD64AddwNode::doI16(com.oracle.truffle.api.frame.VirtualFrame, short, short):short 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64AddNode.LLVMAMD64AddlNode::doI32(com.oracle.truffle.api.frame.VirtualFrame, int, int):int 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64AddNode.LLVMAMD64AddqNode::doI64(com.oracle.truffle.api.frame.VirtualFrame, long, long):long 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64AndNode.LLVMAMD64AndbNode::doI8(com.oracle.truffle.api.frame.VirtualFrame, byte, byte):byte 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdatePZSFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64AndNode.LLVMAMD64AndwNode::doI16(com.oracle.truffle.api.frame.VirtualFrame, short, short):short 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdatePZSFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64AndNode.LLVMAMD64AndlNode::doI32(com.oracle.truffle.api.frame.VirtualFrame, int, int):int 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdatePZSFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64AndNode.LLVMAMD64AndqNode::doI64(com.oracle.truffle.api.frame.VirtualFrame, long, long):long 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdatePZSFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64CmpNode.LLVMAMD64CmpbNode::doOp(com.oracle.truffle.api.frame.VirtualFrame, byte, byte):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPAZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64CmpNode.LLVMAMD64CmpwNode::doOp(com.oracle.truffle.api.frame.VirtualFrame, short, short):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPAZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64CmpNode.LLVMAMD64CmplNode::doOp(com.oracle.truffle.api.frame.VirtualFrame, int, int):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPAZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64CmpNode.LLVMAMD64CmpqNode::doOp(com.oracle.truffle.api.frame.VirtualFrame, long, long):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPAZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64CpuidNode::getI8(java.lang.String, int):byte 	 com.oracle.truffle.api.CompilerAsserts
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64DecNode.LLVMAMD64DecbNode::doI8(com.oracle.truffle.api.frame.VirtualFrame, byte):byte 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdatePZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64DecNode.LLVMAMD64DecwNode::doI16(com.oracle.truffle.api.frame.VirtualFrame, short):short 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdatePZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64DecNode.LLVMAMD64DeclNode::doI32(com.oracle.truffle.api.frame.VirtualFrame, int):int 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdatePZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64DecNode.LLVMAMD64DecqNode::doI64(com.oracle.truffle.api.frame.VirtualFrame, long):long 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdatePZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64GetRspNode::getLLVMStack(com.oracle.truffle.api.frame.VirtualFrame):com.oracle.truffle.llvm.runtime.pointer.LLVMPointer 	 com.oracle.truffle.llvm.runtime.memory.LLVMStack.LLVMStackAccess
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64ImulNode::setFlags(com.oracle.truffle.api.frame.VirtualFrame, byte, boolean, boolean):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64WriteBooleanNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64IncNode.LLVMAMD64IncbNode::doI8(com.oracle.truffle.api.frame.VirtualFrame, byte):byte 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdatePZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64IncNode.LLVMAMD64IncwNode::doI16(com.oracle.truffle.api.frame.VirtualFrame, short):short 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdatePZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64IncNode.LLVMAMD64InclNode::doI32(com.oracle.truffle.api.frame.VirtualFrame, int):int 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdatePZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64IncNode.LLVMAMD64IncqNode::doI64(com.oracle.truffle.api.frame.VirtualFrame, long):long 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdatePZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64MulNode::setFlags(com.oracle.truffle.api.frame.VirtualFrame, byte, boolean, boolean):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64WriteBooleanNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64NegNode.LLVMAMD64NegbNode::doI8(com.oracle.truffle.api.frame.VirtualFrame, byte):byte 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64NegNode.LLVMAMD64NegwNode::doI16(com.oracle.truffle.api.frame.VirtualFrame, short):short 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64NegNode.LLVMAMD64NeglNode::doI32(com.oracle.truffle.api.frame.VirtualFrame, int):int 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64NegNode.LLVMAMD64NegqNode::doI64(com.oracle.truffle.api.frame.VirtualFrame, long):long 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64RepNode::doRep(com.oracle.truffle.api.frame.VirtualFrame):void 	 com.oracle.truffle.api.nodes.LoopNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64SetFlagNode::doSetFlag(com.oracle.truffle.api.frame.VirtualFrame):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64WriteBooleanNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64StosNode.LLVMAMD64StosbNode::opI8(com.oracle.truffle.api.frame.VirtualFrame, byte, long, boolean):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64WriteValueNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64StosNode.LLVMAMD64StosbNode::opI8(com.oracle.truffle.api.frame.VirtualFrame, byte, com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, boolean):void 	 com.oracle.truffle.llvm.runtime.pointer.LLVMPointer
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64StosNode.LLVMAMD64StoswNode::opI8(com.oracle.truffle.api.frame.VirtualFrame, short, long, boolean):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64WriteValueNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64StosNode.LLVMAMD64StoswNode::opI8(com.oracle.truffle.api.frame.VirtualFrame, short, com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, boolean):void 	 com.oracle.truffle.llvm.runtime.pointer.LLVMPointer
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64StosNode.LLVMAMD64StosdNode::opI8(com.oracle.truffle.api.frame.VirtualFrame, int, long, boolean):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64WriteValueNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64StosNode.LLVMAMD64StosdNode::opI8(com.oracle.truffle.api.frame.VirtualFrame, int, com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, boolean):void 	 com.oracle.truffle.llvm.runtime.pointer.LLVMPointer
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64StosNode.LLVMAMD64StosqNode::opI8(com.oracle.truffle.api.frame.VirtualFrame, long, long, boolean):void 	 com.oracle.truffle.llvm.runtime.nodes.memory.store.LLVMI64StoreNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64StosNode.LLVMAMD64StosqNode::opI8(com.oracle.truffle.api.frame.VirtualFrame, long, com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, boolean):void 	 com.oracle.truffle.llvm.runtime.pointer.LLVMPointer
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64XaddNode.LLVMAMD64XaddbNode::doOp(com.oracle.truffle.api.frame.VirtualFrame, byte, byte):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64XaddNode.LLVMAMD64XaddwNode::doOp(com.oracle.truffle.api.frame.VirtualFrame, short, short):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64XaddNode.LLVMAMD64XaddlNode::doOp(com.oracle.truffle.api.frame.VirtualFrame, int, int):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.LLVMAMD64XaddNode.LLVMAMD64XaddqNode::doOp(com.oracle.truffle.api.frame.VirtualFrame, long, long):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64UpdateFlagsNode.LLVMAMD64UpdateCPZSOFlagsNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64AddressComputationNode.LLVMAMD64AddressDisplacementComputationNode::doLLVMPointer(com.oracle.truffle.llvm.runtime.pointer.LLVMPointer):com.oracle.truffle.llvm.runtime.pointer.LLVMPointer 	 com.oracle.truffle.llvm.runtime.pointer.LLVMPointer
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64AddressComputationNode.LLVMAMD64AddressOffsetComputationNode::doLLVMPointer(com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, long):com.oracle.truffle.llvm.runtime.pointer.LLVMPointer 	 com.oracle.truffle.llvm.runtime.pointer.LLVMPointer
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64AddressComputationNode.LLVMAMD64AddressNoBaseOffsetComputationNode::doLLVMNativePointer(com.oracle.truffle.llvm.runtime.pointer.LLVMNativePointer):com.oracle.truffle.llvm.runtime.pointer.LLVMNativePointer 	 com.oracle.truffle.llvm.runtime.pointer.LLVMNativePointer
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64AddressComputationNode.LLVMAMD64AddressSegmentComputationNode::doLLVMPointer(com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, com.oracle.truffle.llvm.runtime.pointer.LLVMNativePointer):com.oracle.truffle.llvm.runtime.pointer.LLVMPointer 	 com.oracle.truffle.llvm.runtime.pointer.LLVMPointer
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64AddressComputationNode.LLVMAMD64AddressSegmentComputationNode::doI64(com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, long):com.oracle.truffle.llvm.runtime.pointer.LLVMPointer 	 com.oracle.truffle.llvm.runtime.pointer.LLVMPointer
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64WriteNode::doI8(com.oracle.truffle.api.frame.VirtualFrame, int, byte):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64RegisterToLongNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64WriteNode::doI16(com.oracle.truffle.api.frame.VirtualFrame, int, short):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64RegisterToLongNode
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64WriteNode::doNativePointer(com.oracle.truffle.api.frame.VirtualFrame, int, com.oracle.truffle.llvm.runtime.pointer.LLVMNativePointer):void 	 com.oracle.truffle.llvm.runtime.pointer.LLVMNativePointer
Move Method	com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64WriteNode::doMemoryWrite(com.oracle.truffle.llvm.runtime.pointer.LLVMPointer, java.lang.Object, com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64WriteNode.LLVMAMD64MemWriteNode):void 	 com.oracle.truffle.llvm.runtime.nodes.asm.support.LLVMAMD64WriteNode.LLVMAMD64MemWriteNode
